rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/std,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/clip_range,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
4.36360322,23,2399,27,55296,1.0,0.9032978415489197,0.023619537966442294,260,0.68127173,0.7904296875,0.022073937579989433,0.032631713277078235,0.6859472990036011,0.0003,0.2,-32.871165013313295,,
4.3411389300000005,23,2487,28,57344,1.0,0.9023048877716064,0.025380696856882424,270,0.8084921,0.83359375,0.04370962828397751,0.10354811370489188,0.6427708864212036,0.0003,0.2,-32.82554346323013,,
4.36707551,23,2575,29,59392,1.0,0.8986344933509827,0.023933962019509637,280,0.88686264,0.813818359375,0.06171334534883499,0.06165244657604489,0.6809282302856445,0.0003,0.2,-32.75554221868515,,
,,,,60000,,0.8963760137557983,0.023016915790503845,290,0.96999,0.847705078125,0.028148852288722992,0.07647619078343268,0.703089714050293,0.0003,0.2,-32.67135787010193,1.0,4.4626712
4.38199454,23,2668,30,61440,1.0,,,,,,,,,,,,,
4.395438050000001,23,2756,31,63488,1.0,0.8936970233917236,0.024547762007568964,300,1.038059,0.861767578125,0.11833996325731277,0.13872141401516275,0.6502369046211243,0.0003,0.2,-32.61163693666458,,
4.358314630000001,23,2842,32,65536,1.0,0.8916563987731934,0.025808394874911756,310,0.9049901,0.82431640625,0.05755333602428436,0.0887338279222604,0.6571739315986633,0.0003,0.2,-32.51305474042893,,
4.39120653,23,2930,33,67584,1.0,0.8901116847991943,0.02772882225981448,320,1.2033798,0.841259765625,0.08209463208913803,0.09167758834373671,0.6631646156311035,0.0003,0.2,-32.46020402908325,,
4.41621597,23,3016,34,69632,1.0,0.8894680738449097,0.026922421756898983,330,1.2585678,0.853955078125,0.05551312491297722,0.11082062139466871,0.6594647169113159,0.0003,0.2,-32.42690399885178,,
,,,,70000,,0.8880067467689514,0.031078214637818746,340,1.5852597,0.888232421875,0.08364414423704147,0.1638040225225268,0.6147630214691162,0.0003,0.2,-32.39303393363953,1.0,4.1768598
4.410974080000001,23,3108,35,71680,1.0,,,,,,,,,,,,,
4.31724766,23,3195,36,73728,1.0,0.8845350742340088,0.030807544256094842,350,2.641476,0.894677734375,0.10377131402492523,0.21384562518214806,0.5355952382087708,0.0003,0.2,-32.32483180761337,,
4.36734794,23,3282,37,75776,1.0,0.8851172924041748,0.033012511621927844,360,1.7600374,0.877685546875,0.11432211101055145,0.11861649969941937,0.5829184055328369,0.0003,0.2,-32.28608385324478,,
4.39225154,23,3373,38,77824,1.0,0.8843711614608765,0.03348856652737595,370,1.7448926,0.85751953125,0.071874238550663,0.1296333202975802,0.5901374816894531,0.0003,0.2,-32.27041733264923,,
4.37549241,23,3459,39,79872,1.0,0.8847381472587585,0.03276633516070433,380,1.3095087,0.851611328125,0.06694476306438446,0.10140119869611226,0.6129964590072632,0.0003,0.2,-32.25784876346588,,
,,,,80000,,0.8815037608146667,0.029965404869290068,390,1.1373699,0.825,0.13430069386959076,0.06328730793611612,0.6301088333129883,0.0003,0.2,-32.21456674337387,1.0,4.206843
4.405229179999999,23,3551,40,81920,1.0,,,,,,,,,,,,,
4.438269269999999,23,3637,41,83968,1.0,0.8805851340293884,0.031385114998556674,400,1.8530064,0.861279296875,0.04507044330239296,0.13599631389370187,0.6134392619132996,0.0003,0.2,-32.14224200248718,,
4.400837880000001,23,3729,42,86016,1.0,0.8805932402610779,0.029643632299848833,410,2.1289754,0.901708984375,0.22325289249420166,0.20322390215587802,0.5153478384017944,0.0003,0.2,-32.13482875823975,,
4.36741707,23,3816,43,88064,1.0,0.8821697235107422,0.03332751154666767,420,2.8415818,0.9240234375,0.19959160685539246,0.23928803381859326,0.6229760646820068,0.0003,0.2,-32.17399982213974,,
,,,,90000,,0.8827213048934937,0.02945392609690316,430,1.5788546,0.8830078125,0.038076627999544144,0.205531641113339,0.5865912437438965,0.0003,0.2,-32.1823047041893,1.0,4.657444600000001
4.43914206,23,3902,44,90112,1.0,,,,,,,,,,,,,
4.44182026,23,3988,45,92160,1.0,0.8812633156776428,0.02941472175589297,440,1.7617054,0.87001953125,0.171242818236351,0.13947990509914235,0.617019534111023,0.0003,0.2,-32.18430891036987,,
4.37455608,23,4074,46,94208,1.0,0.8826962113380432,0.030477568204514683,450,1.4258657,0.867236328125,0.08390456438064575,0.13819473998155446,0.6047816276550293,0.0003,0.2,-32.17189693450928,,
4.414881729999999,23,4166,47,96256,1.0,0.8826697468757629,0.036751706607174126,460,2.1993399,0.89521484375,0.10528238117694855,0.17968088702182286,0.5988572835922241,0.0003,0.2,-32.199685752391815,,
4.4219703400000006,23,4252,48,98304,1.0,0.8829787969589233,0.03702903007506393,470,1.770787,0.88291015625,0.18725967407226562,0.20750147546059453,0.5541995763778687,0.0003,0.2,-32.19196201562882,,
,,,,100000,,0.8805839419364929,0.028839934809366242,480,1.5227501,0.860595703125,0.11039313673973083,0.13020538229611703,0.592728853225708,0.0003,0.2,-32.15614991188049,1.0,4.679551200000001
4.42798141,23,4339,49,100352,1.0,,,,,,,,,,,,,
4.38778987,23,4425,50,102400,1.0,0.8819495439529419,0.032259655237430705,490,2.7649262,0.912890625,0.2089516967535019,0.2155682754004374,0.604012131690979,0.0003,0.2,-32.138014507293704,,
4.39121346,23,4517,51,104448,1.0,0.8800981044769287,0.033294526761164886,500,1.3160062,0.862939453125,0.025076940655708313,0.11420900865923614,0.5649913549423218,0.0003,0.2,-32.149549984931944,,
4.42819438,23,4603,52,106496,1.0,0.8785474896430969,0.031784103583777326,510,2.1904697,0.89189453125,-0.006096260622143745,0.23162143501103855,0.5959705114364624,0.0003,0.2,-32.08938746452331,,
4.39606288,23,4690,53,108544,1.0,0.8759683966636658,0.03196340018766932,520,1.6330981,0.854150390625,0.07408137619495392,0.10765918375109322,0.5908692479133606,0.0003,0.2,-32.032791930437085,,
,,,,110000,,0.8741194009780884,0.03154000017675571,530,1.3913507,0.876513671875,0.14924219250679016,0.1487824039417319,0.5852845907211304,0.0003,0.2,-31.95976642370224,1.0,4.691208400000001
4.440602780000001,23,4780,54,110592,1.0,,,,,,,,,,,,,
4.493924079999999,23,4866,55,112640,1.0,0.8734149932861328,0.028054578561568632,540,1.419466,0.862646484375,0.05511287972331047,0.14204844568739644,0.532063364982605,0.0003,0.2,-31.930487561225892,,
4.42936433,23,4957,56,114688,1.0,0.8715156316757202,0.029112342206644826,550,1.6781431,0.8767578125,0.1879938691854477,0.14945575683086645,0.6244161128997803,0.0003,0.2,-31.87163177728653,,
4.454694700000001,23,5044,57,116736,1.0,0.871246874332428,0.033190319471759724,560,1.723286,0.877587890625,0.07661507278680801,0.1508899098756956,0.5879989862442017,0.0003,0.2,-31.855169212818147,,
4.42256828,23,5130,58,118784,1.0,0.8683382272720337,0.03615646788384765,570,1.3808277,0.875634765625,0.2354305386543274,0.1577010316133965,0.5408154129981995,0.0003,0.2,-31.805846333503723,,
,,,,120000,,0.8662137985229492,0.03235703855170868,580,2.3314843,0.907666015625,0.06370055675506592,0.17005261401645838,0.550041139125824,0.0003,0.2,-31.729969561100006,1.0,4.4532324
4.394617360000001,23,5216,59,120832,1.0,,,,,,,,,,,,,
4.46952929,23,5304,60,122880,1.0,0.8618850708007812,0.03367736101499759,590,1.7286915,0.878076171875,0.018072227016091347,0.14963626166572794,0.5441587567329407,0.0003,0.2,-31.632647496461868,,
4.4327494100000004,23,5391,61,124928,1.0,0.8623771667480469,0.031790297356201334,600,1.8362236,0.880126953125,0.07350270450115204,0.15593375788303093,0.5855838656425476,0.0003,0.2,-31.569404834508894,,
4.47721856,23,5477,62,126976,1.0,0.8603745698928833,0.03564156406791881,610,1.9979305,0.902880859375,0.15130548179149628,0.2468998399854172,0.5606533885002136,0.0003,0.2,-31.551058459281922,,
4.46047701,23,5563,63,129024,1.0,0.8571333289146423,0.032087464080541396,620,1.9458851,0.8810546875,0.12393131107091904,0.20555688603781164,0.597909152507782,0.0003,0.2,-31.46638126373291,,
,,,,130000,,0.8553352355957031,0.031863993738079445,630,2.3807626,0.87685546875,0.16075022518634796,0.16241396096302196,0.5988154411315918,0.0003,0.2,-31.375110501050948,1.0,4.4014514
4.47163203,23,5649,64,131072,1.0,,,,,,,,,,,,,
4.465777360000001,23,5740,65,133120,1.0,0.8536506295204163,0.028138936709729022,640,2.2532134,0.893603515625,0.134470596909523,0.20904977152240461,0.6130939722061157,0.0003,0.2,-31.324275767803194,,
4.44835389,23,5832,66,135168,1.0,0.8530247211456299,0.03370716819772497,650,1.7236483,0.884521484375,0.10676367580890656,0.3088161296094768,0.5930410623550415,0.0003,0.2,-31.296461963653563,,
4.478280429999999,23,5923,67,137216,1.0,0.8505192399024963,0.028490426618373022,660,1.7079484,0.883740234375,0.06350649893283844,0.1705237088142894,0.6051522493362427,0.0003,0.2,-31.238526779413224,,
4.45518147,23,6015,68,139264,1.0,0.8509217500686646,0.030917296349070967,670,1.440254,0.862890625,0.06435669213533401,0.1402536643203348,0.6221234798431396,0.0003,0.2,-31.197630840539933,,
,,,,140000,,0.849274754524231,0.028721298469463363,680,2.2608376,0.89287109375,1.466606616973877,0.19555531345540658,0.591532826423645,0.0003,0.2,-31.179049664735793,1.0,4.630446600000001
4.47882337,23,6100,69,141312,1.0,,,,,,,,,,,,,
4.4556178399999995,23,6187,70,143360,1.0,0.8480778932571411,0.03129611938493326,690,1.8218428,0.879833984375,0.04787936061620712,0.17349473983049393,0.592722475528717,0.0003,0.2,-31.146849113702775,,
4.4450499699999995,23,6272,71,145408,1.0,0.8470927476882935,0.026709396453225055,700,1.2648324,0.870654296875,0.04696829617023468,0.14210976401809602,0.5910719037055969,0.0003,0.2,-31.115464413166045,,
4.423180309999999,23,6358,72,147456,1.0,0.8465183973312378,0.03162002123426646,710,1.6662956,0.8697265625,0.04537419602274895,0.14502711713139432,0.5570999383926392,0.0003,0.2,-31.081057304143904,,
4.49661044,23,6444,73,149504,1.0,0.8466097712516785,0.03641223568702116,720,3.5617409,0.8978515625,0.22290031611919403,0.22171215686830692,0.5945489406585693,0.0003,0.2,-31.06397534608841,,
,,,,150000,,0.8438182473182678,0.03292711607646197,730,3.317031,0.8814453125,0.1732315570116043,0.19484781309147364,0.528813362121582,0.0003,0.2,-31.026962220668793,1.0,4.5407214
4.469585430000001,23,6532,74,151552,1.0,,,,,,,,,,,,,
4.4391701999999995,23,6618,75,153600,1.0,0.8439227938652039,0.03245227529550902,740,1.8464891,0.897705078125,0.10368694365024567,0.1818193242070265,0.38317281007766724,0.0003,0.2,-31.002408641576768,,
4.47519734,23,6704,76,155648,1.0,0.8421337008476257,0.030570670211454855,750,1.9655877,0.8744140625,0.19461195170879364,0.1644353741867235,0.5637298226356506,0.0003,0.2,-30.963693928718566,,
4.4459593900000005,23,6790,77,157696,1.0,0.8413193225860596,0.03284832548233681,760,1.9474028,0.882958984375,0.15544642508029938,0.1424564543645829,0.5450419783592224,0.0003,0.2,-30.92508880496025,,
4.440586089999999,23,6881,78,159744,1.0,0.8388963341712952,0.03204186928924173,770,1.9666908,0.876513671875,0.04588111490011215,0.15469760155829135,0.5560364723205566,0.0003,0.2,-30.883944034576416,,
,,,,160000,,0.8387388586997986,0.029451914539095014,780,1.1867664,0.87890625,0.12012756615877151,0.18804386281990446,0.5846220254898071,0.0003,0.2,-30.82860097885132,1.0,4.3451508
4.47400965,23,6967,79,161792,1.0,,,,,,,,,,,,,
4.444174360000001,23,7054,80,163840,1.0,0.8395134806632996,0.03121366078266874,790,2.5658937,0.889404296875,0.20407411456108093,0.18073650768492372,0.5448409914970398,0.0003,0.2,-30.84137717485428,,
4.49578981,23,7145,81,165888,1.0,0.8382328748703003,0.03182206531055272,800,2.547743,0.8771484375,0.4617368280887604,0.18917553338687867,0.5450301170349121,0.0003,0.2,-30.827774876356123,,
4.42025183,23,7237,82,167936,1.0,0.8368797302246094,0.033108382968930525,810,1.5713034,0.881005859375,0.245207279920578,0.15611503451655154,0.44641977548599243,0.0003,0.2,-30.806838178634642,,
4.41946041,23,7323,83,169984,1.0,0.8354223966598511,0.0305601829837542,820,2.0244505,0.890185546875,0.04099366068840027,0.18257845907937736,0.5887148380279541,0.0003,0.2,-30.770665007829667,,
,,,,170000,,0.8350365161895752,0.028963675076374783,830,2.0158076,0.869287109375,0.2023334950208664,0.146048496972071,0.5969717502593994,0.0003,0.2,-30.724708521366118,1.0,4.5848026
4.48386016,23,7410,84,172032,1.0,,,,,,,,,,,,,
4.452174,23,7497,85,174080,1.0,0.8319800496101379,0.03357045974116772,840,2.9334419,0.86640625,0.08729606866836548,0.10319995252939407,0.5755680799484253,0.0003,0.2,-30.678182941675185,,
4.43874078,23,7583,86,176128,1.0,0.8295171856880188,0.029661001125350594,850,1.438832,0.87109375,0.07864291965961456,0.13399137413362042,0.5639105439186096,0.0003,0.2,-30.59630203843117,,
4.495541050000001,23,7669,87,178176,1.0,0.829086184501648,0.03007170871132985,860,1.7286358,0.861865234375,0.08467382192611694,0.1835726534423884,0.5741217732429504,0.0003,0.2,-30.533966618776322,,
,,,,180000,,0.8291337490081787,0.029194125207141042,870,1.4667519,0.85810546875,0.032446421682834625,0.1380764059664216,0.5825381278991699,0.0003,0.2,-30.543756181001662,1.0,4.398959200000001
4.45194621,23,7756,88,180224,1.0,,,,,,,,,,,,,
4.47544924,23,7847,89,182272,1.0,0.8280242681503296,0.029826900485204533,880,1.343446,0.849169921875,0.0930306613445282,0.18992983462521806,0.6004676818847656,0.0003,0.2,-30.529311728477477,,
4.44453186,23,7932,90,184320,1.0,0.8254745006561279,0.032825868713553065,890,1.8764821,0.856396484375,0.12705810368061066,0.15068013805430383,0.6502881646156311,0.0003,0.2,-30.46097096800804,,
4.43748772,23,8024,91,186368,1.0,0.8235951066017151,0.03051017811521888,900,1.8646069,0.844775390625,0.12132410705089569,0.13626261024037375,0.5618160963058472,0.0003,0.2,-30.37542736530304,,
4.500779350000001,23,8110,92,188416,1.0,0.8232232332229614,0.03038503648713231,910,1.8995639,0.86181640625,0.821226954460144,0.1445032133924542,0.6101751327514648,0.0003,0.2,-30.332373875379563,,
,,,,190000,,0.8215196132659912,0.032339892495656386,920,2.0344687,0.87255859375,0.03317589312791824,0.11695005520887207,0.567933201789856,0.0003,0.2,-30.316548031568527,1.0,4.468392
4.417268910000001,23,8196,93,190464,1.0,,,,,,,,,,,,,
4.5014306,23,8287,94,192512,1.0,0.8199041485786438,0.029819790300098247,930,1.3095902,0.83359375,0.07031674683094025,0.10077630176674575,0.5089794397354126,0.0003,0.2,-30.253073662519455,,
4.44733257,23,8373,95,194560,1.0,0.8184861540794373,0.03368306647171267,940,3.5447893,0.894580078125,0.2038619965314865,0.18834894664469176,0.5847247242927551,0.0003,0.2,-30.2047549366951,,
4.43897285,23,8459,96,196608,1.0,0.8179031014442444,0.031880174687830734,950,1.7301997,0.850537109375,0.1759275197982788,0.10663791339902673,0.6209946870803833,0.0003,0.2,-30.173748356103896,,
4.41320532,23,8545,97,198656,1.0,0.8177076578140259,0.03545505946967751,960,1.6951802,0.875634765625,0.15615616738796234,0.15785412607365287,0.5394028425216675,0.0003,0.2,-30.146384638547897,,
,,,,200000,,0.8140014410018921,0.03412340785725974,970,2.0041263,0.863232421875,0.011606398969888687,0.09661720336589497,0.6011859774589539,0.0003,0.2,-30.085223799943925,1.0,4.4478805999999995
4.48020454,23,8631,98,200704,1.0,,,,,,,,,,,,,
4.4564726299999995,23,8717,99,202752,1.0,0.8133848905563354,0.02953799008973874,980,1.8183914,0.842529296875,0.1430179625749588,0.1298740431899205,0.575177788734436,0.0003,0.2,-30.018453520536422,,
4.47365805,23,8804,100,204800,1.0,0.8134496808052063,0.032941241486696526,990,2.764923,0.9052734375,0.19087308645248413,0.1632288867898751,0.5844175815582275,0.0003,0.2,-30.019117933511733,,
4.52053105,23,8890,101,206848,1.0,0.8109719753265381,0.033089675090741365,1000,2.2358572,0.854736328125,0.10088774561882019,0.127831818186678,0.4437319040298462,0.0003,0.2,-29.955400383472444,,
4.46903133,23,8976,102,208896,1.0,0.8091292977333069,0.030672202637651934,1010,1.745609,0.864404296875,0.015390794724225998,0.11319358291220852,0.6050308346748352,0.0003,0.2,-29.918629652261735,,
,,,,210000,,0.8096869587898254,0.02900452810281422,1020,1.845747,0.85146484375,0.07864280790090561,0.14067563629942015,0.6129633188247681,0.0003,0.2,-29.90061420798302,1.0,4.6773038
4.4978308899999995,23,9067,103,210944,1.0,,,,,,,,,,,,,
4.43587942,23,9154,104,212992,1.0,0.8114981055259705,0.02950087371864356,1030,2.200369,0.8888671875,0.21930526196956635,0.16240745162940584,0.5952839851379395,0.0003,0.2,-29.92836325764656,,
4.491708490000001,23,9240,105,215040,1.0,0.8122101426124573,0.03197069732705131,1040,2.3217018,0.886474609375,0.15186886489391327,0.14242567065666661,0.5843992233276367,0.0003,0.2,-29.963446545600892,,
4.46801279,23,9331,106,217088,1.0,0.8122192025184631,0.0326016339531634,1050,3.4481554,0.897998046875,0.17790012061595917,0.3275747582432814,0.5356203317642212,0.0003,0.2,-29.978230082988738,,
4.48409381,23,9423,107,219136,1.0,0.8120741248130798,0.031041100050788372,1060,2.5482597,0.9166015625,0.08645997196435928,0.2193321698345244,0.574561357498169,0.0003,0.2,-29.977120578289032,,
,,,,220000,,0.8118504881858826,0.026229007067740895,1070,2.9281888,0.885595703125,0.1036178320646286,0.17890367987565697,0.6092211008071899,0.0003,0.2,-29.952440786361695,1.0,4.484931400000001
4.48604899,23,9514,108,221184,1.0,,,,,,,,,,,,,
4.5076478600000005,23,9601,109,223232,1.0,0.80991131067276,0.035418023774400356,1080,2.9309435,0.896142578125,0.11692628264427185,0.4733150362735614,0.562578022480011,0.0003,0.2,-29.91699239015579,,
4.45722411,23,9687,110,225280,1.0,0.8087666034698486,0.033490499982144685,1090,3.0222402,0.896728515625,0.22096167504787445,0.9176299086771905,0.5799816846847534,0.0003,0.2,-29.87318200469017,,
4.47209475,23,9778,111,227328,1.0,0.8077694773674011,0.0327696917578578,1100,1.8603683,0.872998046875,0.4967347979545593,0.1464031554700341,0.553493857383728,0.0003,0.2,-29.830132180452345,,
4.49015014,23,9869,112,229376,1.0,0.807896077632904,0.03072499589761719,1110,2.1820493,0.855419921875,0.2909961938858032,0.1469263103674166,0.5758373737335205,0.0003,0.2,-29.825863480567932,,
,,,,230000,,0.8072813153266907,0.03259250749833882,1120,2.2383955,0.888720703125,0.43739134073257446,0.16476477318792604,0.5863031148910522,0.0003,0.2,-29.789158195257187,1.0,4.6605116
4.44921491,23,9956,113,231424,1.0,,,,,,,,,,,,,
4.50490048,23,10042,114,233472,1.0,0.8063122630119324,0.031871439330279826,1130,2.2145782,0.8791015625,0.05350267142057419,0.16066506036149802,0.600118100643158,0.0003,0.2,-29.776249927282333,,
4.5243527199999996,23,10129,115,235520,1.0,0.804963231086731,0.03290628277463838,1140,1.8916947,0.869140625,-0.04709368944168091,0.14382436532469,0.5974611043930054,0.0003,0.2,-29.734622180461884,,
4.42507842,23,10215,116,237568,1.0,0.8058779239654541,0.037107531126821414,1150,2.2038646,0.87470703125,0.40427565574645996,0.1503523546474753,0.5556249022483826,0.0003,0.2,-29.720310896635056,,
4.477924000000001,23,10301,117,239616,1.0,0.8067067265510559,0.033567367179784924,1160,2.2158735,0.878759765625,0.13322976231575012,0.1375034811120713,0.5321318507194519,0.0003,0.2,-29.747801339626314,,
,,,,240000,,0.8069851994514465,0.03288826421485282,1170,1.476507,0.86083984375,0.01719706319272518,0.1492951285414165,0.5378758311271667,0.0003,0.2,-29.768909245729446,1.0,4.5242798
4.491387629999999,23,10387,118,241664,1.0,,,,,,,,,,,,,
4.48904857,23,10473,119,243712,1.0,0.8067488670349121,0.034174577152589335,1180,1.8103148,0.886865234375,0.03347354754805565,0.15603596048022156,0.5602625608444214,0.0003,0.2,-29.767884665727614,,
4.541524430000001,23,10565,120,245760,1.0,0.804046630859375,0.033532123704208064,1190,2.0707247,0.86318359375,0.06494377553462982,0.13110795995453373,0.5586169958114624,0.0003,0.2,-29.72950973510742,,
4.4754078999999996,23,10651,121,247808,1.0,0.8057783246040344,0.03268034787033684,1200,1.6788182,0.869384765625,0.10767176747322083,0.15678966731938998,0.45823419094085693,0.0003,0.2,-29.715673869848253,,
4.5522944800000005,23,10742,122,249856,1.0,0.8008685111999512,0.0318944999598898,1210,2.071126,0.86845703125,0.04716324806213379,0.11549664298072457,0.5562824010848999,0.0003,0.2,-29.675063115358352,,
,,,,250000,,0.7980170845985413,0.030354529997566715,1220,1.5671815,0.85703125,-0.018973378464579582,0.12818098439602182,0.546204686164856,0.0003,0.2,-29.528222024440765,1.0,4.9799498
4.55999258,23,10829,123,251904,1.0,,,,,,,,,,,,,
4.489308210000001,23,10915,124,253952,1.0,0.7965736985206604,0.03247553706751205,1230,2.916204,0.91044921875,0.33484750986099243,0.21882613017514813,0.5510913133621216,0.0003,0.2,-29.45591208934784,,
4.497320749999999,23,11001,125,256000,1.0,0.7949631214141846,0.03883488596766256,1240,4.00935,0.93603515625,0.19163046777248383,0.3072561272303574,0.5608749985694885,0.0003,0.2,-29.42061651945114,,
4.45502166,23,11087,126,258048,1.0,0.7927464842796326,0.03057200391194783,1250,2.5207376,0.87763671875,0.209577739238739,0.15305882825923617,0.5744445323944092,0.0003,0.2,-29.35134502053261,,
,,,,260000,,0.7908518314361572,0.03683544773375615,1260,1.8618331,0.8828125,0.0454275906085968,0.18643210398731752,0.5449522733688354,0.0003,0.2,-29.30315061211586,1.0,4.6248324
4.43911037,23,11173,127,260096,1.0,,,,,,,,,,,,,
4.49046088,23,11259,128,262144,1.0,0.7901222109794617,0.0352896309341304,1270,1.9889811,0.87138671875,0.12242750823497772,0.16304886065190657,0.5546054840087891,0.0003,0.2,-29.245971369743348,,
