time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/n_updates,train/std,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
,,20000,,,,-0.10108763871830888,0.9352498054504395,0.2,90,0.9009025692939758,0.0003,0.013551900749735068,0.617626953125,-6.550916022062301,-0.12293176352977753,0.12974241,1.0,6.472833199999999
23,10,20480,1.0,6.41337055,865,,,,,,,,,,,,,
23,11,22528,1.0,6.42610582,952,-0.0966395260184072,0.936742901802063,0.2,100,0.8906078338623047,0.0003,0.013523502583848313,0.61220703125,-6.482292738556862,-0.11379566788673401,0.15125066,,
23,12,24576,1.0,6.507817999999999,1039,-0.10194828938110731,0.9403453469276428,0.2,110,0.8816156387329102,0.0003,0.01283903286093846,0.6298828125,-6.418323974311352,-0.11173185706138611,0.15593494,,
23,13,26624,1.0,6.52814415,1126,-0.09224748067790642,0.9460220336914062,0.2,120,0.8735772967338562,0.0003,0.011509697172732558,0.617578125,-6.355212131142617,-0.1211591511964798,0.1186616,,
23,14,28672,1.0,6.515253600000002,1213,-0.09293652087217197,0.9456718564033508,0.2,130,0.8613816499710083,0.0003,0.011338110580982174,0.605078125,-6.280249474942684,-0.11644822359085083,0.12337209,,
,,30000,,,,-0.09062334051704965,0.9422711730003357,0.2,140,0.8514747023582458,0.0003,0.012132490186195355,0.636767578125,-6.200833731889725,-0.10386663675308228,0.14132637,1.0,6.4606554
23,15,30720,1.0,6.575812580000001,1299,,,,,,,,,,,,,
23,16,32768,1.0,6.639733269999999,1386,-0.08900431892543566,0.9466109871864319,0.2,150,0.8423891067504883,0.0003,0.011342579108895735,0.6419921875,-6.128197421133518,-0.05924205109477043,0.14076221,,
23,17,34816,1.0,6.6744521,1473,-0.09099541166215204,0.9457927942276001,0.2,160,0.8293195962905884,0.0003,0.011059232834668364,0.654833984375,-6.053440141677856,-0.04835524037480354,0.18065074,,
23,18,36864,1.0,6.643129610000001,1559,-0.08751379863824696,0.9465603828430176,0.2,170,0.8208997845649719,0.0003,0.010781578997557517,0.65087890625,-5.9743651181459425,-0.08697891980409622,0.16243504,,
23,19,38912,1.0,6.72241127,1645,-0.08334652741905302,0.944467306137085,0.2,180,0.814677357673645,0.0003,0.011156415520235895,0.6384765625,-5.918415190279484,-0.10059273988008499,0.18205486,,
,,40000,,,,-0.09258757777279243,0.9396476745605469,0.2,190,0.802560031414032,0.0003,0.011575042860931717,0.65595703125,-5.841984254121781,-0.10947315394878387,0.19465439,1.0,6.8928174
23,20,40960,1.0,6.78069052,1733,,,,,,,,,,,,,
23,21,43008,1.0,6.8408259,1820,-0.08672007049317472,0.9484900832176208,0.2,200,0.7905974984169006,0.0003,0.01033171464659972,0.671044921875,-5.756843681633472,-0.0930933728814125,0.194429,,
23,22,45056,1.0,6.83057724,1906,-0.07757640714989975,0.9497271776199341,0.2,210,0.7834277153015137,0.0003,0.009670312714297325,0.65849609375,-5.684451048076153,-0.11049845069646835,0.17873414,,
23,23,47104,1.0,6.8161138900000005,1993,-0.07812062294688076,0.9520003199577332,0.2,220,0.7728416919708252,0.0003,0.009734089025005232,0.66279296875,-5.606676998734474,-0.07001154124736786,0.17294173,,
23,24,49152,1.0,6.90108966,2079,-0.07775369871524163,0.9495630264282227,0.2,230,0.7616472244262695,0.0003,0.009664438183244783,0.670361328125,-5.517361234128475,-0.07982425391674042,0.16347352,,
,,50000,,,,-0.07793077121023088,0.9505758881568909,0.2,240,0.7511147260665894,0.0003,0.009642922299099155,0.678076171875,-5.438641156256199,0.0002705557271838188,0.20592275,1.0,6.6483588
23,25,51200,1.0,6.88593678,2166,,,,,,,,,,,,,
23,26,53248,1.0,6.845831090000001,2253,-0.07040972852846608,0.9540895819664001,0.2,250,0.7497362494468689,0.0003,0.009193108725594357,0.682470703125,-5.391706447303295,-0.06863804161548615,0.18876576,,
23,27,55296,1.0,6.958218089999999,2340,-0.0687107725389069,0.9544417262077332,0.2,260,0.7400712370872498,0.0003,0.009377529862103984,0.68427734375,-5.342786732316017,-0.046795669943094254,0.20182303,,
23,28,57344,1.0,7.054464830000001,2427,-0.07569880019291304,0.9520453810691833,0.2,270,0.7319170236587524,0.0003,0.009240324393613265,0.675,-5.273901249468326,-0.07139995694160461,0.20952563,,
23,29,59392,1.0,7.0906344200000015,2515,-0.07637938246480189,0.9511411786079407,0.2,280,0.7217040657997131,0.0003,0.009463722120563034,0.6955078125,-5.19722426533699,-0.07783092558383942,0.24143162,,
,,60000,,,,-0.06441312912502326,0.9514300227165222,0.2,290,0.7118316888809204,0.0003,0.008733770913386252,0.717138671875,-5.118907853960991,-0.04263223707675934,0.27110493,1.0,7.3197654
23,30,61440,1.0,7.065851209999998,2601,,,,,,,,,,,,,
23,31,63488,1.0,7.067597140000001,2688,-0.0680621498147957,0.9512689709663391,0.2,300,0.7036488056182861,0.0003,0.008697301177016925,0.716162109375,-5.050701439380646,-0.06539740413427353,0.25368333,,
23,32,65536,1.0,7.161449279999999,2775,-0.060908362432383,0.9526607394218445,0.2,310,0.6898596882820129,0.0003,0.008906222773657647,0.724462890625,-4.960089375078678,-0.09138794243335724,0.34596696,,
23,33,67584,1.0,7.22446469,2862,-0.04841362382285297,0.953299880027771,0.2,320,0.6791984438896179,0.0003,0.008164376810600515,0.733154296875,-4.8676134392619135,-0.09189985692501068,0.4572657,,
23,34,69632,1.0,7.211097490000001,2949,-0.04555876571102999,0.9511610865592957,0.2,330,0.6742516756057739,0.0003,0.008441708784084767,0.742236328125,-4.802145072817803,-0.06461967527866364,0.35731298,,
,,70000,,,,-0.030515832535456866,0.9480971693992615,0.2,340,0.6678906679153442,0.0003,0.00838098134554457,0.72724609375,-4.750226017832756,0.022646062076091766,0.46114784,1.0,7.5716698
23,35,71680,1.0,7.265762949999998,3036,,,,,,,,,,,,,
23,36,73728,1.0,7.246389389999999,3122,-0.033592426785617135,0.9506700038909912,0.2,350,0.6554105877876282,0.0003,0.008346746662573424,0.736279296875,-4.6770597159862515,-0.037538208067417145,0.26380834,,
23,37,75776,1.0,7.288372419999998,3209,-0.04049243810295593,0.9516266584396362,0.2,360,0.6434858441352844,0.0003,0.008032614333205856,0.703369140625,-4.580129231512546,-0.07607030868530273,0.19563514,,
23,38,77824,1.0,7.352062730000001,3295,-0.0071268777886871245,0.9555227756500244,0.2,370,0.6334126591682434,0.0003,0.00766490948444698,0.75146484375,-4.489854612946511,-0.05771492049098015,0.40329248,,
23,39,79872,1.0,7.40384291,3381,-0.0013966793863801285,0.9523839354515076,0.2,380,0.6222406029701233,0.0003,0.007900391934526851,0.74912109375,-4.402603214979171,-0.034803975373506546,0.39599657,,
,,80000,,,,-0.011278219756786712,0.955727219581604,0.2,390,0.6138705611228943,0.0003,0.0073446466703899205,0.7296875,-4.3224736288189884,-0.04317291080951691,0.34636897,1.0,7.6431439999999995
23,40,81920,1.0,7.381004570000001,3468,,,,,,,,,,,,,
23,41,83968,1.0,7.337012759999999,3555,-0.0019452860302408225,0.948268711566925,0.2,400,0.6090500950813293,0.0003,0.007635106326051755,0.746435546875,-4.271155071258545,-0.01808156631886959,0.30338788,,
23,42,86016,1.0,7.446661289999998,3642,0.008507261966587975,0.9464644193649292,0.2,410,0.5999574065208435,0.0003,0.008343849403900094,0.76474609375,-4.213797722756863,0.018187863752245903,0.4825889,,
23,43,88064,1.0,7.4604425700000006,3729,0.01646132823661901,0.9465979933738708,0.2,420,0.5919190645217896,0.0003,0.008037640132533852,0.776806640625,-4.14775410592556,-0.046373192220926285,0.55734307,,
,,90000,,,,0.016842183012340684,0.9418946504592896,0.2,430,0.5838524103164673,0.0003,0.008311066692112946,0.74755859375,-4.081087201833725,0.06899909675121307,0.45913213,1.0,7.8904994
23,44,90112,1.0,7.49014654,3816,,,,,,,,,,,,,
23,45,92160,1.0,7.53507212,3903,0.0373729582875967,0.9459618330001831,0.2,440,0.5799859166145325,0.0003,0.008462480921298265,0.753076171875,-4.022912595421076,-0.003880284260958433,0.27285406,,
23,46,94208,1.0,7.51843294,3990,0.056124304930563085,0.9447755217552185,0.2,450,0.5766730308532715,0.0003,0.00820879431994399,0.78837890625,-3.9908772692084313,0.015005572699010372,0.5758723,,
23,47,96256,1.0,7.534405760000001,4077,0.0441537412814796,0.9411741495132446,0.2,460,0.5741251111030579,0.0003,0.008637391032243614,0.776171875,-3.963610565662384,-0.027228549122810364,0.5216336,,
23,48,98304,1.0,7.555838069999998,4165,0.06770875761867501,0.9419257044792175,0.2,470,0.56798255443573,0.0003,0.008757103835523593,0.767431640625,-3.9298027083277702,0.07150885462760925,0.6315149,,
,,100000,,,,0.07981829644995742,0.9365444779396057,0.2,480,0.5656628608703613,0.0003,0.009807842859299854,0.79375,-3.9084905862808226,0.03571491315960884,0.9237828,1.0,7.684732200000001
23,49,100352,1.0,7.614673330000001,4251,,,,,,,,,,,,,
23,50,102400,1.0,7.5982329,4338,0.06514766025939026,0.9399699568748474,0.2,490,0.5629144906997681,0.0003,0.008448545484861824,0.762890625,-3.8762252897024156,-0.004205938428640366,0.43400252,,
23,51,104448,1.0,7.568456769999998,4425,0.07302873705921228,0.9401982426643372,0.2,500,0.5631880760192871,0.0003,0.008814904549217318,0.753857421875,-3.860727431625128,-3.812275826931e-05,0.47857928,,
23,52,106496,1.0,7.58145618,4512,0.050552531733410434,0.9450318813323975,0.2,510,0.5593894720077515,0.0003,0.008896049285249319,0.772509765625,-3.8527944460511208,-0.011746617034077644,0.79509294,,
23,53,108544,1.0,7.65766966,4599,0.10415242892922834,0.940098762512207,0.2,520,0.554381787776947,0.0003,0.00916987369491835,0.778076171875,-3.8219167895615103,0.009216961450874805,0.46071368,,
,,110000,,,,0.12245177505246829,0.9414805173873901,0.2,530,0.5545874834060669,0.0003,0.008846145396819338,0.80693359375,-3.8061636738479137,0.10499036312103271,1.0575842,1.0,7.7985898
23,54,110592,1.0,7.63919851,4686,,,,,,,,,,,,,
23,55,112640,1.0,7.503103430000001,4772,0.0682485616474878,0.9427391290664673,0.2,540,0.5468410849571228,0.0003,0.008719603985082359,0.739404296875,-3.7705632165074348,0.02520906925201416,0.38813204,,
23,56,114688,1.0,7.672422229999999,4858,0.06844308449653909,0.9408837556838989,0.2,550,0.5334679484367371,0.0003,0.008474206776008941,0.759326171875,-3.673141524195671,0.05276363343000412,0.9842262,,
23,57,116736,1.0,7.44395141,4945,0.33249577883980236,0.9346626996994019,0.2,560,0.5387855172157288,0.0003,0.011748752638231963,0.93076171875,-3.644376428425312,0.27603474259376526,11.962526,,
23,58,118784,1.0,7.567396209999999,5032,0.07857449179864488,0.7016500234603882,0.2,570,0.5364546775817871,0.0003,0.022166059093433433,0.79814453125,-3.684782711416483,0.11116300523281097,0.895627,,
,,120000,,,,0.09121578071499244,0.8656473159790039,0.2,580,0.5305567979812622,0.0003,0.01541104874922894,0.864599609375,-3.658971380442381,0.05053509771823883,2.654849,1.0,7.667478
23,59,120832,1.0,7.543836429999999,5119,,,,,,,,,,,,,
23,60,122880,1.0,7.533769209999998,5206,0.15482185590080916,0.8916722536087036,0.2,590,0.5337567329406738,0.0003,0.013970098124991637,0.873974609375,-3.6700042590498922,0.06250592321157455,2.6164565,,
23,61,124928,1.0,7.546075010000001,5292,0.058177725641871805,0.9043708443641663,0.2,600,0.5291712284088135,0.0003,0.013372758090554271,0.819384765625,-3.6685403384268285,0.00533857848495245,1.803977,,
23,62,126976,1.0,7.608147710000001,5379,0.08493459704623092,0.9189811944961548,0.2,610,0.5267834067344666,0.0003,0.011500282921770123,0.791162109375,-3.6410893931984902,0.15029512345790863,0.78320026,,
23,63,129024,1.0,7.70000569,5465,0.06119198379165027,0.9140470027923584,0.2,620,0.5278928279876709,0.0003,0.011604625277686863,0.80126953125,-3.636282804608345,-0.004332034382969141,0.61638,,
,,130000,,,,0.13249752286938019,0.9253309369087219,0.2,630,0.5245198607444763,0.0003,0.010080904373899103,0.829296875,-3.6224503204226495,0.07660561800003052,2.4564137,1.0,7.8561004
23,64,131072,1.0,7.64872986,5551,,,,,,,,,,,,,
23,65,133120,1.0,7.643341289999999,5636,0.07538902481319383,0.926838755607605,0.2,640,0.5247151255607605,0.0003,0.009497145969362464,0.778173828125,-3.6025853388011457,0.02416928857564926,0.49413794,,
23,66,135168,1.0,7.604718770000001,5722,0.11521297044237144,0.9404405951499939,0.2,650,0.5281898379325867,0.0003,0.008623074232309591,0.794921875,-3.609371857345104,0.10218434035778046,1.2205267,,
23,67,137216,1.0,7.660671750000001,5809,0.13035405818955043,0.9380360245704651,0.2,660,0.5285097360610962,0.0003,0.008954330519190989,0.82275390625,-3.625269196182489,0.16143187880516052,0.9957818,,
23,68,139264,1.0,7.6508313,5894,0.11149344095028937,0.9345015287399292,0.2,670,0.5312458872795105,0.0003,0.008725206552480814,0.812109375,-3.631174858659506,0.028580710291862488,1.0674334,,
,,140000,,,,0.1749919663532637,0.9413453340530396,0.2,680,0.5303490161895752,0.0003,0.008432180169620551,0.801806640625,-3.6461573697626593,-0.027964318171143532,1.3922405,1.0,7.882492800000001
23,69,141312,1.0,7.68240112,5979,,,,,,,,,,,,,
23,70,143360,1.0,7.65610069,6064,0.11656904818373733,0.9358583688735962,0.2,690,0.5268956422805786,0.0003,0.008508586314565036,0.76533203125,-3.6158246740698816,0.20783750712871552,0.8981841,,
23,71,145408,1.0,7.684868100000001,6149,0.12318612886010669,0.9438727498054504,0.2,700,0.5231121778488159,0.0003,0.008151457300118636,0.768408203125,-3.5763492166996,0.052840445190668106,0.77541995,,
23,72,147456,1.0,7.61385396,6235,0.09551203968003392,0.9426819682121277,0.2,710,0.5222422480583191,0.0003,0.008173645826173016,0.773681640625,-3.55469239205122,0.01663917303085327,0.7987907,,
23,73,149504,1.0,7.664998679999999,6321,0.13345090983202682,0.9476775527000427,0.2,720,0.5214345455169678,0.0003,0.008077504893299193,0.77919921875,-3.5430707708001137,0.3086389899253845,1.1234226,,
,,150000,,,,0.220730388793163,0.9432836174964905,0.2,730,0.5219864249229431,0.0003,0.008522490416362416,0.87353515625,-3.5467549286782742,0.05501678213477135,3.4918098,1.0,7.73934
23,74,151552,1.0,7.69238395,6406,,,,,,,,,,,,,
23,75,153600,1.0,7.66501347,6492,0.14825315249618143,0.9300631284713745,0.2,740,0.5222207307815552,0.0003,0.009482957192813047,0.844091796875,-3.5550848722457884,0.02708979696035385,1.7986869,,
23,76,155648,1.0,7.725073999999999,6577,0.14850411211664322,0.9352599382400513,0.2,750,0.5202310085296631,0.0003,0.007962233887519687,0.78349609375,-3.5320135153830052,0.05957735329866409,0.75844216,,
23,77,157696,1.0,7.64594536,6662,0.10530396004323847,0.9456247091293335,0.2,760,0.5183169841766357,0.0003,0.007533063241862692,0.785205078125,-3.521626327931881,0.2628260850906372,0.87879133,,
23,78,159744,1.0,7.66857737,6747,0.19186146840511356,0.9526748061180115,0.2,770,0.5175291299819946,0.0003,0.0073869218453182835,0.821142578125,-3.4970992848277094,0.052129197865724564,1.8497732,,
,,160000,,,,0.10946197113371454,0.9401806592941284,0.2,780,0.5111684799194336,0.0003,0.008224496590264608,0.782568359375,-3.463258821517229,0.007398497313261032,0.7143913,1.0,7.8891066
23,79,161792,1.0,7.659058840000001,6833,,,,,,,,,,,,,
23,80,163840,1.0,7.7386713,6918,0.13184505209501368,0.945476770401001,0.2,790,0.508570671081543,0.0003,0.0076433031499618664,0.76708984375,-3.414040442556143,0.26623624563217163,0.7883261,,
23,81,165888,1.0,7.737775180000001,7003,0.17121828704257497,0.9488094449043274,0.2,800,0.5088047385215759,0.0003,0.007262663698929828,0.82255859375,-3.406803222745657,0.14342404901981354,2.5895019,,
23,82,167936,1.0,7.772708559999999,7089,0.12863547067390754,0.9466760754585266,0.2,810,0.5120550990104675,0.0003,0.00795729924866464,0.8130859375,-3.414105823636055,0.14625711739063263,0.8622745,,
23,83,169984,1.0,7.701973799999999,7174,0.1913644042389933,0.9433632493019104,0.2,820,0.5107898116111755,0.0003,0.007357304770266637,0.8375,-3.4246028497815133,0.10861524194478989,1.3451579,,
,,170000,,,,0.24123198639135807,0.9494024515151978,0.2,830,0.5111064910888672,0.0003,0.009252062921586913,0.88681640625,-3.424038115888834,0.07706978172063828,2.496251,1.0,7.762349
23,84,172032,1.0,7.7232439799999995,7260,,,,,,,,,,,,,
23,85,174080,1.0,7.70260133,7346,0.18393496509524992,0.9408379197120667,0.2,840,0.5098072290420532,0.0003,0.007652231904648943,0.849609375,-3.43008414581418,0.06263963878154755,2.0300648,,
23,86,176128,1.0,7.734255599999999,7432,0.14284684619051405,0.9531590938568115,0.2,850,0.5089845061302185,0.0003,0.007246945962833706,0.80400390625,-3.421549757570028,0.3317660689353943,0.99459344,,
23,87,178176,1.0,7.72102447,7517,0.08997879142698366,0.9458318948745728,0.2,860,0.5051028728485107,0.0003,0.00782576888523181,0.769921875,-3.3888788014650344,0.05221470817923546,1.3363041,,
,,180000,,,,0.2800532807654236,0.9479506611824036,0.2,870,0.5110797882080078,0.0003,0.0077816869743401185,0.893212890625,-3.3887238055467606,0.7579795718193054,7.218233,1.0,7.537287599999999
23,88,180224,1.0,7.60981013,7602,,,,,,,,,,,,,
23,89,182272,1.0,7.697693709999999,7688,0.11695248878095299,0.9184226989746094,0.2,880,0.5125064849853516,0.0003,0.010570528618700337,0.858544921875,-3.4304171077907086,0.12087538093328476,3.2455306,,
23,90,184320,1.0,7.691193289999998,7774,0.06935638450668194,0.9303995370864868,0.2,890,0.5086402297019958,0.0003,0.008848035232222173,0.783203125,-3.416056079417467,0.059960223734378815,2.7440615,,
23,91,186368,1.0,7.665960470000001,7859,0.09927501408965327,0.9302566051483154,0.2,900,0.50639408826828,0.0003,0.007736724041751586,0.78203125,-3.385719409584999,0.012900348752737045,0.9885253,,
23,92,188416,1.0,7.750501879999999,7945,0.14444068528537174,0.9480435848236084,0.2,910,0.5101291537284851,0.0003,0.0076856320898514244,0.77412109375,-3.3913894198834895,0.155721977353096,0.8153722,,
,,190000,,,,0.15462619052268564,0.953285813331604,0.2,920,0.5112395286560059,0.0003,0.007501916832552524,0.8291015625,-3.41281993240118,0.07360732555389404,0.98972714,1.0,7.9199736000000005
23,93,190464,1.0,7.698416550000001,8031,,,,,,,,,,,,,
23,94,192512,1.0,7.76402058,8116,0.12307423974270933,0.9503462314605713,0.2,930,0.509377658367157,0.0003,0.007351872240542434,0.7669921875,-3.406675435602665,0.16815663874149323,0.91408515,,
23,95,194560,1.0,7.67866316,8201,0.16272875289432703,0.9501621127128601,0.2,940,0.5108960270881653,0.0003,0.007072056960168993,0.83349609375,-3.4085538633167745,0.13968698680400848,1.5790201,,
23,96,196608,1.0,7.56920451,8286,0.34867420280352235,0.9517143964767456,0.2,950,0.5179600715637207,0.0003,0.00910900083326851,0.946875,-3.456350997835398,0.22548355162143707,18.823568,,
23,97,198656,1.0,7.69218669,8372,0.008949430281063542,0.8022957444190979,0.2,960,0.5141381621360779,0.0003,0.01667247006407706,0.762060546875,-3.4801708981394768,0.061898622661828995,2.81537,,
,,200000,,,,0.14376210979535245,0.8796576857566833,0.2,970,0.5181666612625122,0.0003,0.010824829454941209,0.7822265625,-3.471951321512461,0.15720294415950775,0.9546063,1.0,7.917786600000001
23,98,200704,1.0,7.6013993200000005,8458,,,,,,,,,,,,,
23,99,202752,1.0,7.724015820000001,8544,0.16477241254178807,0.9433769583702087,0.2,980,0.5189509391784668,0.0003,0.007940447122382465,0.828369140625,-3.4898588016629217,0.134820818901062,1.1051055,,
23,100,204800,1.0,7.726459500000001,8629,0.09580780456890352,0.9431045651435852,0.2,990,0.5170086026191711,0.0003,0.008191782746871467,0.78095703125,-3.490232191979885,0.1287822723388672,0.96103466,,
23,101,206848,1.0,7.6803086899999995,8714,0.14917046198970638,0.9474655389785767,0.2,1000,0.516415536403656,0.0003,0.007161475784960203,0.804052734375,-3.476707158982754,0.0365091897547245,0.9114412,,
23,102,208896,1.0,7.76085333,8800,0.11170809428731446,0.9592075347900391,0.2,1010,0.5137648582458496,0.0003,0.006915544276125729,0.782177734375,-3.464673861861229,0.07382212579250336,1.0149645,,
,,210000,,,,0.1509395405621035,0.9494601488113403,0.2,1020,0.5141351819038391,0.0003,0.006814243532426189,0.81630859375,-3.45270439311862,0.18112754821777344,0.73894644,1.0,7.960151999999999
23,103,210944,1.0,7.72819883,8885,,,,,,,,,,,,,
23,104,212992,1.0,7.680327629999999,8971,0.1448923050716985,0.95391446352005,0.2,1030,0.509051501750946,0.0003,0.006906109488772927,0.81572265625,-3.420781096071005,0.027026304975152016,0.9635529,,
23,105,215040,1.0,7.707969159999999,9057,0.1159312745265197,0.9554533958435059,0.2,1040,0.5048492550849915,0.0003,0.006547082038014196,0.785546875,-3.3764823131263255,-0.0054810019209980965,0.71344614,,
23,106,217088,1.0,7.715863379999999,9143,0.19190528736216947,0.953099250793457,0.2,1050,0.5049678683280945,0.0003,0.006453516983310692,0.818896484375,-3.363323161751032,0.10467155277729034,1.0028913,,
23,107,219136,1.0,7.655571599999999,9228,0.13197916035132948,0.9538059234619141,0.2,1060,0.5032448172569275,0.0003,0.006219212900032289,0.79267578125,-3.3516354843974114,0.08309175074100494,0.72228056,,
,,220000,,,,0.12911093932925724,0.9551109671592712,0.2,1070,0.5044333338737488,0.0003,0.006587949168897466,0.807861328125,-3.337775730341673,0.016084183007478714,1.3415043,1.0,7.877629600000001
23,108,221184,1.0,7.706598970000001,9313,,,,,,,,,,,,,
23,109,223232,1.0,7.738155140000001,9399,0.11593579048931132,0.9516533017158508,0.2,1080,0.50836181640625,0.0003,0.006999224712490104,0.82041015625,-3.352072548121214,0.20046775043010712,1.4504594,,
23,110,225280,1.0,7.69442896,9484,0.12512486703926698,0.9534133672714233,0.2,1090,0.5036422610282898,0.0003,0.006555442434910219,0.812646484375,-3.3441560588777066,0.1847306489944458,1.5739639,,
23,111,227328,1.0,7.691781309999999,9570,0.1092774726508651,0.9447149634361267,0.2,1100,0.5031349062919617,0.0003,0.007295820573926903,0.789013671875,-3.3081975243985653,0.04333794116973877,1.1628311,,
23,112,229376,1.0,7.638429119999999,9655,0.09257667287893127,0.9473044276237488,0.2,1110,0.5008983612060547,0.0003,0.007005981307884213,0.775146484375,-3.2937094420194626,0.14333012700080872,0.7321793,,
,,230000,,,,0.29017914551659485,0.9531171321868896,0.2,1120,0.5073577761650085,0.0003,0.0078788003178488,0.921240234375,-3.3055540665984156,0.36188122630119324,11.7348795,1.0,7.6662188
23,113,231424,1.0,7.62937223,9742,,,,,,,,,,,,,
23,114,233472,1.0,7.667682490000002,9827,0.08517250288568903,0.9116849899291992,0.2,1130,0.5085534453392029,0.0003,0.011823174558230676,0.83095703125,-3.355637563019991,0.07191521674394608,1.3685321,,
23,115,235520,1.0,7.735800309999999,9912,0.1418040114629548,0.9414896368980408,0.2,1140,0.5125657916069031,0.0003,0.00849558730260469,0.85009765625,-3.3816685661673547,0.09764210134744644,2.4193807,,
23,116,237568,1.0,7.773446719999999,9998,0.10392399601696525,0.9393712282180786,0.2,1150,0.5137645602226257,0.0003,0.008124164506443775,0.8392578125,-3.3978096671402453,-0.012306020595133305,1.9064541,,
23,117,239616,1.0,7.709762310000001,10083,0.09967164426925593,0.9491630792617798,0.2,1160,0.5091835856437683,0.0003,0.006943089408741799,0.8181640625,-3.3650205351412295,0.037629757076501846,2.5935507,,
,,240000,,,,0.10121021193626803,0.9592190980911255,0.2,1170,0.506937563419342,0.0003,0.005935409187804908,0.777783203125,-3.317263803631067,0.04101996868848801,0.71520984,1.0,7.8539624
23,118,241664,1.0,7.696633750000002,10169,,,,,,,,,,,,,
23,119,243712,1.0,7.675400279999999,10255,0.12872103200352286,0.9573750495910645,0.2,1180,0.5030595660209656,0.0003,0.005913917871657759,0.78681640625,-3.279496918618679,0.16723410785198212,2.3443909,,
23,120,245760,1.0,7.69747617,10341,0.12050318381807301,0.9606257677078247,0.2,1190,0.5033144354820251,0.0003,0.005521262034744723,0.81845703125,-3.2597407341003417,0.11202236264944077,1.4192758,,
23,121,247808,1.0,7.741147919999999,10427,0.14632862244034187,0.9601925611495972,0.2,1200,0.5026360750198364,0.0003,0.0054053870364441535,0.84345703125,-3.2469845905900003,0.03243602067232132,1.8909638,,
23,122,249856,1.0,7.71000069,10512,0.13276689262420405,0.9595710635185242,0.2,1210,0.49869605898857117,0.0003,0.005320761549228337,0.783740234375,-3.242694342136383,-0.013286719098687172,0.7791434,,
,,250000,,,,0.14858716033922975,0.9628205895423889,0.2,1220,0.49712634086608887,0.0003,0.004982812288653804,0.81962890625,-3.217922556400299,0.034080930054187775,1.5819552,1.0,7.5721064
23,123,251904,1.0,7.722738120000002,10597,,,,,,,,,,,,,
23,124,253952,1.0,7.731046470000003,10683,0.28440526078047695,0.9634924530982971,0.2,1230,0.5001196265220642,0.0003,0.005722782377415569,0.8947265625,-3.2140246726572514,0.2248486429452896,5.559346,,
23,125,256000,1.0,7.70274497,10768,0.09423724772932474,0.9176939725875854,0.2,1240,0.4962928891181946,0.0003,0.007123707699065562,0.82509765625,-3.2256469801068306,0.006049421615898609,4.677346,,
23,126,258048,1.0,7.728207460000001,10853,0.11505040205665865,0.9461214542388916,0.2,1250,0.4957173764705658,0.0003,0.007634905759914545,0.78203125,-3.1822123892605303,0.06922246515750885,1.2277985,,
,,260000,,,,0.15398762121621984,0.958286702632904,0.2,1260,0.4980524182319641,0.0003,0.0062212878285208715,0.820263671875,-3.1738264329731463,-0.030002150684595108,1.0620868,1.0,7.863307400000001
23,127,260096,1.0,7.695202639999999,10939,,,,,,,,,,,,,
