[po4ncpa] per-mode action scale: min 2.52e-09 max 4.65e-08 (headroom 5.0, 55 modes)
[po4ncpa] device=cuda image=33x33 modes=55 coronagraph=True
[po4ncpa] ideal-image residual ref: max=6.395e-10 sum=1.659e-07
ep   250 | dynL 0.171 polR 0.000e+00 | train C 9.07e-04 S 0.865 | EVAL C 1.825e-04 S 0.9734 | buf 5000 | 650s
ep  6000 | dynL 0.189 polR -1.749e+00 | train C 2.70e-04 S 0.961 | EVAL C 1.112e-04 S 0.9742 | buf 120000 | 15377s
ep  6250 | dynL 0.190 polR -1.647e+00 | train C 1.37e-04 S 0.968 | EVAL C 9.766e-05 S 0.9765 | buf 125000 | 16022s
ep  6500 | dynL 0.191 polR -1.454e+00 | train C 1.89e-04 S 0.977 | EVAL C 8.620e-05 S 0.9786 | buf 130000 | 16667s
ep  6750 | dynL 0.195 polR -1.315e+00 | train C 1.04e-04 S 0.983 | EVAL C 8.516e-05 S 0.9817 | buf 135000 | 17317s
ep  7000 | dynL 0.195 polR -1.557e+00 | train C 2.21e-04 S 0.946 | EVAL C 8.241e-05 S 0.9820 | buf 140000 | 17970s
ep  7250 | dynL 0.196 polR -1.279e+00 | train C 1.19e-04 S 0.966 | EVAL C 7.807e-05 S 0.9824 | buf 145000 | 18620s
ep  7500 | dynL 0.197 polR -1.209e+00 | train C 1.93e-04 S 0.969 | EVAL C 7.500e-05 S 0.9844 | buf 150000 | 19260s
ep  7750 | dynL 0.199 polR -1.176e+00 | train C 1.76e-04 S 0.965 | EVAL C 7.250e-05 S 0.9857 | buf 155000 | 19915s
ep  8000 | dynL 0.200 polR -1.351e+00 | train C 1.47e-04 S 0.966 | EVAL C 7.005e-05 S 0.9852 | buf 160000 | 20573s
ep  8250 | dynL 0.201 polR -1.219e+00 | train C 1.36e-04 S 0.985 | EVAL C 6.688e-05 S 0.9848 | buf 165000 | 21200s
ep  8500 | dynL 0.203 polR -1.187e+00 | train C 1.23e-04 S 0.967 | EVAL C 7.151e-05 S 0.9849 | buf 170000 | 21849s
ep  8750 | dynL 0.203 polR -1.121e+00 | train C 4.17e-04 S 0.961 | EVAL C 6.477e-05 S 0.9864 | buf 175000 | 22503s
ep  9000 | dynL 0.203 polR -1.084e+00 | train C 7.93e-05 S 0.977 | EVAL C 6.480e-05 S 0.9873 | buf 180000 | 23154s
ep  9250 | dynL 0.204 polR -1.075e+00 | train C 1.90e-04 S 0.972 | EVAL C 6.346e-05 S 0.9874 | buf 185000 | 23792s
ep  9500 | dynL 0.205 polR -1.117e+00 | train C 1.92e-04 S 0.975 | EVAL C 5.947e-05 S 0.9877 | buf 190000 | 24435s
ep  9750 | dynL 0.206 polR -9.942e-01 | train C 1.03e-04 S 0.969 | EVAL C 5.894e-05 S 0.9872 | buf 195000 | 25086s
ep 10000 | dynL 0.208 polR -9.728e-01 | train C 9.72e-05 S 0.982 | EVAL C 6.702e-05 S 0.9877 | buf 200000 | 25739s
ep 10250 | dynL 0.209 polR -1.072e+00 | train C 1.25e-04 S 0.982 | EVAL C 5.441e-05 S 0.9891 | buf 200000 | 26390s
ep 10500 | dynL 0.209 polR -7.777e-01 | train C 7.53e-05 S 0.984 | EVAL C 5.249e-05 S 0.9897 | buf 200000 | 27036s
ep 10750 | dynL 0.210 polR -9.897e-01 | train C 7.60e-05 S 0.987 | EVAL C 5.112e-05 S 0.9884 | buf 200000 | 27694s
ep 11000 | dynL 0.211 polR -8.049e-01 | train C 1.89e-04 S 0.960 | EVAL C 4.689e-05 S 0.9898 | buf 200000 | 28345s
ep 11250 | dynL 0.212 polR -7.353e-01 | train C 1.51e-04 S 0.980 | EVAL C 4.693e-05 S 0.9903 | buf 200000 | 28986s
ep 11500 | dynL 0.209 polR -8.791e-01 | train C 7.88e-05 S 0.971 | EVAL C 4.940e-05 S 0.9906 | buf 200000 | 29631s
ep 11750 | dynL 0.212 polR -6.991e-01 | train C 1.04e-04 S 0.969 | EVAL C 3.906e-05 S 0.9914 | buf 200000 | 30289s
ep 12000 | dynL 0.212 polR -6.039e-01 | train C 7.60e-05 S 0.983 | EVAL C 4.206e-05 S 0.9915 | buf 200000 | 30947s
ep 12250 | dynL 0.213 polR -6.800e-01 | train C 1.05e-04 S 0.978 | EVAL C 4.345e-05 S 0.9908 | buf 200000 | 31598s
ep 12500 | dynL 0.213 polR -5.843e-01 | train C 1.08e-04 S 0.985 | EVAL C 3.652e-05 S 0.9920 | buf 200000 | 32246s
ep 12750 | dynL 0.212 polR -5.648e-01 | train C 1.29e-04 S 0.984 | EVAL C 3.786e-05 S 0.9914 | buf 200000 | 32895s
ep 13000 | dynL 0.212 polR -5.246e-01 | train C 5.74e-05 S 0.992 | EVAL C 3.395e-05 S 0.9917 | buf 200000 | 33544s
ep 13250 | dynL 0.212 polR -5.339e-01 | train C 8.24e-05 S 0.981 | EVAL C 4.039e-05 S 0.9905 | buf 200000 | 34194s
ep 13500 | dynL 0.210 polR -6.546e-01 | train C 9.51e-05 S 0.980 | EVAL C 3.273e-05 S 0.9927 | buf 200000 | 34850s
ep 13750 | dynL 0.209 polR -4.897e-01 | train C 8.67e-05 S 0.982 | EVAL C 3.137e-05 S 0.9928 | buf 200000 | 35507s
ep 14000 | dynL 0.210 polR -4.677e-01 | train C 6.65e-05 S 0.985 | EVAL C 2.973e-05 S 0.9931 | buf 200000 | 36168s
ep 14250 | dynL 0.208 polR -4.161e-01 | train C 6.88e-05 S 0.977 | EVAL C 2.954e-05 S 0.9925 | buf 200000 | 36817s
ep 14500 | dynL 0.208 polR -3.997e-01 | train C 6.04e-05 S 0.989 | EVAL C 2.972e-05 S 0.9930 | buf 200000 | 37460s
ep 14750 | dynL 0.208 polR -4.221e-01 | train C 8.65e-05 S 0.985 | EVAL C 2.409e-05 S 0.9926 | buf 200000 | 38115s
ep 15000 | dynL 0.208 polR -4.431e-01 | train C 5.69e-05 S 0.982 | EVAL C 2.700e-05 S 0.9934 | buf 200000 | 38777s
ep 15250 | dynL 0.207 polR -3.895e-01 | train C 8.23e-05 S 0.989 | EVAL C 2.824e-05 S 0.9928 | buf 200000 | 39432s
ep 15500 | dynL 0.207 polR -3.928e-01 | train C 7.91e-05 S 0.980 | EVAL C 2.640e-05 S 0.9937 | buf 200000 | 40085s
ep 15750 | dynL 0.206 polR -4.649e-01 | train C 1.15e-04 S 0.980 | EVAL C 3.194e-05 S 0.9935 | buf 200000 | 40742s
ep 16000 | dynL 0.206 polR -4.420e-01 | train C 7.47e-05 S 0.983 | EVAL C 2.672e-05 S 0.9941 | buf 200000 | 41391s
ep 16250 | dynL 0.206 polR -3.828e-01 | train C 9.68e-05 S 0.982 | EVAL C 2.155e-05 S 0.9952 | buf 200000 | 42047s
ep 16500 | dynL 0.205 polR -4.024e-01 | train C 5.85e-05 S 0.980 | EVAL C 2.204e-05 S 0.9951 | buf 200000 | 42700s
ep 16750 | dynL 0.207 polR -3.675e-01 | train C 4.96e-05 S 0.991 | EVAL C 2.476e-05 S 0.9949 | buf 200000 | 43349s
ep 17000 | dynL 0.206 polR -4.531e-01 | train C 6.42e-05 S 0.987 | EVAL C 2.649e-05 S 0.9954 | buf 200000 | 44001s
ep 17250 | dynL 0.205 polR -3.670e-01 | train C 6.87e-05 S 0.987 | EVAL C 2.454e-05 S 0.9956 | buf 200000 | 44650s
ep 17500 | dynL 0.204 polR -3.441e-01 | train C 1.29e-04 S 0.980 | EVAL C 2.473e-05 S 0.9952 | buf 200000 | 45308s
ep 17750 | dynL 0.204 polR -3.825e-01 | train C 4.60e-05 S 0.992 | EVAL C 2.492e-05 S 0.9955 | buf 200000 | 45965s
ep 18000 | dynL 0.204 polR -3.146e-01 | train C 6.14e-05 S 0.990 | EVAL C 2.317e-05 S 0.9954 | buf 200000 | 46628s
ep 18250 | dynL 0.203 polR -3.695e-01 | train C 1.15e-04 S 0.971 | EVAL C 2.429e-05 S 0.9956 | buf 200000 | 47281s
ep 18500 | dynL 0.204 polR -3.324e-01 | train C 6.86e-05 S 0.984 | EVAL C 2.345e-05 S 0.9956 | buf 200000 | 47936s
ep 18750 | dynL 0.203 polR -3.965e-01 | train C 1.03e-04 S 0.974 | EVAL C 2.368e-05 S 0.9960 | buf 200000 | 48582s
ep 19000 | dynL 0.202 polR -2.780e-01 | train C 8.71e-05 S 0.990 | EVAL C 2.455e-05 S 0.9955 | buf 200000 | 49236s
ep 19250 | dynL 0.201 polR -3.547e-01 | train C 6.16e-05 S 0.988 | EVAL C 2.487e-05 S 0.9962 | buf 200000 | 49889s
ep 19500 | dynL 0.201 polR -3.413e-01 | train C 1.49e-04 S 0.970 | EVAL C 2.664e-05 S 0.9957 | buf 200000 | 50543s
ep 19750 | dynL 0.198 polR -2.815e-01 | train C 6.39e-05 S 0.991 | EVAL C 1.915e-05 S 0.9967 | buf 200000 | 51187s
ep 20000 | dynL 0.199 polR -3.779e-01 | train C 5.17e-05 S 0.993 | EVAL C 2.022e-05 S 0.9963 | buf 200000 | 51849s
ep 20250 | dynL 0.198 polR -3.604e-01 | train C 1.06e-04 S 0.985 | EVAL C 2.063e-05 S 0.9964 | buf 200000 | 52503s
ep 20500 | dynL 0.200 polR -3.506e-01 | train C 5.46e-05 S 0.985 | EVAL C 2.145e-05 S 0.9966 | buf 200000 | 53158s
ep 20750 | dynL 0.199 polR -3.149e-01 | train C 6.29e-05 S 0.981 | EVAL C 2.813e-05 S 0.9963 | buf 200000 | 53816s
ep 21000 | dynL 0.197 polR -3.367e-01 | train C 5.41e-05 S 0.986 | EVAL C 1.967e-05 S 0.9969 | buf 200000 | 54469s
ep 21250 | dynL 0.198 polR -2.790e-01 | train C 7.48e-05 S 0.988 | EVAL C 2.056e-05 S 0.9967 | buf 200000 | 55120s
ep 21500 | dynL 0.198 polR -3.102e-01 | train C 9.79e-05 S 0.983 | EVAL C 2.140e-05 S 0.9967 | buf 200000 | 55775s
ep 21750 | dynL 0.196 polR -2.560e-01 | train C 5.77e-05 S 0.983 | EVAL C 2.019e-05 S 0.9969 | buf 200000 | 56436s
ep 22000 | dynL 0.197 polR -2.890e-01 | train C 1.24e-04 S 0.985 | EVAL C 1.765e-05 S 0.9970 | buf 200000 | 57086s
ep 22250 | dynL 0.195 polR -3.418e-01 | train C 9.23e-05 S 0.988 | EVAL C 2.019e-05 S 0.9965 | buf 200000 | 57737s
ep 22500 | dynL 0.196 polR -2.958e-01 | train C 1.88e-04 S 0.962 | EVAL C 1.823e-05 S 0.9970 | buf 200000 | 58377s
ep 22750 | dynL 0.195 polR -2.442e-01 | train C 7.67e-05 S 0.987 | EVAL C 2.055e-05 S 0.9970 | buf 200000 | 59021s
ep 23000 | dynL 0.195 polR -2.809e-01 | train C 2.93e-05 S 0.996 | EVAL C 1.934e-05 S 0.9971 | buf 200000 | 59673s
ep 23250 | dynL 0.196 polR -2.143e-01 | train C 5.37e-05 S 0.992 | EVAL C 1.971e-05 S 0.9970 | buf 200000 | 60331s
ep 23500 | dynL 0.194 polR -3.117e-01 | train C 5.90e-05 S 0.992 | EVAL C 1.766e-05 S 0.9968 | buf 200000 | 60981s
ep 23750 | dynL 0.193 polR -2.850e-01 | train C 7.66e-05 S 0.989 | EVAL C 1.935e-05 S 0.9969 | buf 200000 | 61631s
ep 24000 | dynL 0.193 polR -3.190e-01 | train C 5.49e-05 S 0.992 | EVAL C 1.795e-05 S 0.9970 | buf 200000 | 62281s
ep 24250 | dynL 0.193 polR -2.925e-01 | train C 6.04e-05 S 0.988 | EVAL C 1.728e-05 S 0.9971 | buf 200000 | 62931s
ep 24500 | dynL 0.192 polR -2.591e-01 | train C 7.69e-05 S 0.985 | EVAL C 1.735e-05 S 0.9972 | buf 200000 | 63587s
ep 24750 | dynL 0.194 polR -3.546e-01 | train C 5.47e-05 S 0.990 | EVAL C 1.722e-05 S 0.9971 | buf 200000 | 64234s
ep 25000 | dynL 0.193 polR -2.954e-01 | train C 6.35e-05 S 0.992 | EVAL C 2.009e-05 S 0.9969 | buf 200000 | 64879s
ep 25250 | dynL 0.190 polR -2.908e-01 | train C 5.11e-05 S 0.992 | EVAL C 1.728e-05 S 0.9971 | buf 200000 | 65533s
ep 25500 | dynL 0.191 polR -2.472e-01 | train C 4.74e-05 S 0.994 | EVAL C 2.020e-05 S 0.9968 | buf 200000 | 66184s
ep 25750 | dynL 0.191 polR -2.710e-01 | train C 5.82e-05 S 0.992 | EVAL C 1.299e-05 S 0.9975 | buf 200000 | 66838s
ep 26000 | dynL 0.190 polR -2.683e-01 | train C 7.56e-05 S 0.987 | EVAL C 1.786e-05 S 0.9973 | buf 200000 | 67485s
ep 26250 | dynL 0.190 polR -3.429e-01 | train C 4.79e-05 S 0.991 | EVAL C 1.416e-05 S 0.9976 | buf 200000 | 68132s
ep 26500 | dynL 0.189 polR -3.220e-01 | train C 8.03e-05 S 0.991 | EVAL C 1.681e-05 S 0.9974 | buf 200000 | 68776s
ep 26750 | dynL 0.188 polR -3.020e-01 | train C 5.01e-05 S 0.994 | EVAL C 1.637e-05 S 0.9972 | buf 200000 | 69426s
ep 27000 | dynL 0.189 polR -3.564e-01 | train C 5.95e-05 S 0.990 | EVAL C 1.082e-05 S 0.9981 | buf 200000 | 70080s
ep 27250 | dynL 0.190 polR -3.082e-01 | train C 5.55e-05 S 0.983 | EVAL C 1.129e-05 S 0.9978 | buf 200000 | 70729s
ep 27500 | dynL 0.186 polR -2.734e-01 | train C 3.72e-05 S 0.994 | EVAL C 1.504e-05 S 0.9972 | buf 200000 | 71385s
ep 27750 | dynL 0.189 polR -2.774e-01 | train C 7.58e-05 S 0.987 | EVAL C 1.245e-05 S 0.9977 | buf 200000 | 72029s
ep 28000 | dynL 0.187 polR -2.514e-01 | train C 9.41e-05 S 0.988 | EVAL C 1.332e-05 S 0.9977 | buf 200000 | 72675s
ep 28250 | dynL 0.186 polR -2.657e-01 | train C 5.12e-05 S 0.985 | EVAL C 1.430e-05 S 0.9974 | buf 200000 | 73320s
ep 28500 | dynL 0.188 polR -2.927e-01 | train C 4.32e-05 S 0.995 | EVAL C 1.043e-05 S 0.9978 | buf 200000 | 73971s
ep 28750 | dynL 0.187 polR -2.548e-01 | train C 4.51e-05 S 0.974 | EVAL C 1.239e-05 S 0.9977 | buf 200000 | 74632s
ep 29000 | dynL 0.186 polR -2.651e-01 | train C 6.44e-05 S 0.985 | EVAL C 1.296e-05 S 0.9976 | buf 200000 | 75297s
ep 29250 | dynL 0.186 polR -2.761e-01 | train C 5.50e-05 S 0.992 | EVAL C 1.182e-05 S 0.9976 | buf 200000 | 75952s
ep 29500 | dynL 0.187 polR -2.377e-01 | train C 5.81e-05 S 0.990 | EVAL C 1.256e-05 S 0.9971 | buf 200000 | 76610s
ep 29750 | dynL 0.184 polR -2.652e-01 | train C 6.66e-05 S 0.984 | EVAL C 1.237e-05 S 0.9976 | buf 200000 | 77268s
ep 30000 | dynL 0.184 polR -2.591e-01 | train C 6.52e-05 S 0.988 | EVAL C 1.105e-05 S 0.9977 | buf 200000 | 77932s
ep 30250 | dynL 0.184 polR -2.467e-01 | train C 6.69e-05 S 0.993 | EVAL C 1.109e-05 S 0.9979 | buf 200000 | 78593s
ep 30500 | dynL 0.182 polR -2.373e-01 | train C 7.20e-05 S 0.989 | EVAL C 8.990e-06 S 0.9979 | buf 200000 | 79248s
ep 30750 | dynL 0.183 polR -2.067e-01 | train C 7.20e-05 S 0.990 | EVAL C 9.397e-06 S 0.9980 | buf 200000 | 79910s
ep 31000 | dynL 0.183 polR -2.713e-01 | train C 5.18e-05 S 0.987 | EVAL C 1.427e-05 S 0.9972 | buf 200000 | 80568s
ep 31250 | dynL 0.181 polR -2.503e-01 | train C 4.14e-05 S 0.994 | EVAL C 9.508e-06 S 0.9979 | buf 200000 | 81216s
ep 31500 | dynL 0.182 polR -2.618e-01 | train C 6.11e-05 S 0.993 | EVAL C 9.554e-06 S 0.9979 | buf 200000 | 81878s
ep 31750 | dynL 0.182 polR -2.486e-01 | train C 1.53e-04 S 0.983 | EVAL C 9.619e-06 S 0.9979 | buf 200000 | 82546s
ep 32000 | dynL 0.182 polR -2.248e-01 | train C 4.04e-05 S 0.990 | EVAL C 6.828e-06 S 0.9981 | buf 200000 | 83210s
ep 32250 | dynL 0.181 polR -2.432e-01 | train C 8.70e-05 S 0.976 | EVAL C 8.233e-06 S 0.9976 | buf 200000 | 83865s
ep 32500 | dynL 0.182 polR -2.190e-01 | train C 6.04e-05 S 0.987 | EVAL C 8.348e-06 S 0.9978 | buf 200000 | 84530s
ep 32750 | dynL 0.183 polR -2.390e-01 | train C 8.48e-05 S 0.977 | EVAL C 8.978e-06 S 0.9978 | buf 200000 | 85192s
ep 33000 | dynL 0.180 polR -2.524e-01 | train C 7.47e-05 S 0.989 | EVAL C 8.788e-06 S 0.9981 | buf 200000 | 85850s
ep 33250 | dynL 0.179 polR -2.520e-01 | train C 8.43e-05 S 0.987 | EVAL C 9.542e-06 S 0.9977 | buf 200000 | 86515s
ep 33500 | dynL 0.180 polR -2.033e-01 | train C 5.42e-05 S 0.988 | EVAL C 7.221e-06 S 0.9981 | buf 200000 | 87169s
ep 33750 | dynL 0.179 polR -2.152e-01 | train C 4.78e-05 S 0.993 | EVAL C 1.237e-05 S 0.9974 | buf 200000 | 87837s
ep 34000 | dynL 0.179 polR -2.546e-01 | train C 2.77e-05 S 0.992 | EVAL C 1.085e-05 S 0.9978 | buf 200000 | 88499s
ep 34250 | dynL 0.179 polR -1.991e-01 | train C 3.69e-05 S 0.994 | EVAL C 9.647e-06 S 0.9978 | buf 200000 | 89149s
ep 34500 | dynL 0.180 polR -2.008e-01 | train C 8.27e-05 S 0.988 | EVAL C 6.463e-06 S 0.9984 | buf 200000 | 89805s
ep 34750 | dynL 0.179 polR -2.599e-01 | train C 5.27e-05 S 0.985 | EVAL C 7.620e-06 S 0.9981 | buf 200000 | 90473s
ep 35000 | dynL 0.179 polR -2.349e-01 | train C 3.94e-05 S 0.994 | EVAL C 1.023e-05 S 0.9979 | buf 200000 | 91134s
ep 35250 | dynL 0.179 polR -2.361e-01 | train C 5.72e-05 S 0.992 | EVAL C 1.033e-05 S 0.9975 | buf 200000 | 91777s
ep 35500 | dynL 0.180 polR -2.377e-01 | train C 4.63e-05 S 0.987 | EVAL C 1.080e-05 S 0.9978 | buf 200000 | 92425s
ep 35750 | dynL 0.180 polR -2.448e-01 | train C 2.75e-05 S 0.995 | EVAL C 8.943e-06 S 0.9981 | buf 200000 | 93059s
ep 36000 | dynL 0.178 polR -2.434e-01 | train C 4.38e-05 S 0.994 | EVAL C 7.172e-06 S 0.9980 | buf 200000 | 93704s
ep 36250 | dynL 0.179 polR -2.215e-01 | train C 4.70e-05 S 0.993 | EVAL C 7.964e-06 S 0.9983 | buf 200000 | 94350s
ep 36500 | dynL 0.178 polR -2.465e-01 | train C 5.87e-05 S 0.982 | EVAL C 1.019e-05 S 0.9977 | buf 200000 | 95004s
ep 36750 | dynL 0.177 polR -2.513e-01 | train C 4.98e-05 S 0.991 | EVAL C 8.570e-06 S 0.9981 | buf 200000 | 95648s
ep 37000 | dynL 0.176 polR -2.281e-01 | train C 4.17e-05 S 0.994 | EVAL C 8.086e-06 S 0.9984 | buf 200000 | 96298s
ep 37250 | dynL 0.178 polR -1.923e-01 | train C 6.37e-05 S 0.988 | EVAL C 8.775e-06 S 0.9981 | buf 200000 | 96945s
ep 37500 | dynL 0.177 polR -2.306e-01 | train C 8.76e-05 S 0.981 | EVAL C 6.949e-06 S 0.9984 | buf 200000 | 97594s
ep 37750 | dynL 0.177 polR -2.454e-01 | train C 4.81e-05 S 0.989 | EVAL C 7.620e-06 S 0.9983 | buf 200000 | 98255s
ep 38000 | dynL 0.176 polR -2.138e-01 | train C 5.71e-05 S 0.988 | EVAL C 9.750e-06 S 0.9982 | buf 200000 | 98908s
ep 38250 | dynL 0.177 polR -2.476e-01 | train C 1.37e-04 S 0.983 | EVAL C 9.078e-06 S 0.9981 | buf 200000 | 99570s
ep 38500 | dynL 0.178 polR -2.349e-01 | train C 7.36e-05 S 0.988 | EVAL C 8.213e-06 S 0.9983 | buf 200000 | 100212s
ep 38750 | dynL 0.177 polR -2.567e-01 | train C 7.40e-05 S 0.991 | EVAL C 6.947e-06 S 0.9984 | buf 200000 | 100864s
ep 39000 | dynL 0.175 polR -2.326e-01 | train C 1.83e-04 S 0.983 | EVAL C 8.197e-06 S 0.9982 | buf 200000 | 101503s
ep 39250 | dynL 0.175 polR -2.685e-01 | train C 5.20e-05 S 0.995 | EVAL C 7.307e-06 S 0.9983 | buf 200000 | 102156s
ep 39500 | dynL 0.175 polR -2.407e-01 | train C 4.83e-05 S 0.994 | EVAL C 8.638e-06 S 0.9984 | buf 200000 | 102818s
ep 39750 | dynL 0.177 polR -2.492e-01 | train C 5.51e-05 S 0.986 | EVAL C 8.491e-06 S 0.9981 | buf 200000 | 103463s
ep 40000 | dynL 0.175 polR -2.199e-01 | train C 1.47e-04 S 0.976 | EVAL C 8.668e-06 S 0.9984 | buf 200000 | 104106s
/var/spool/slurmd/job3375159/slurm_script: line 46: 929874 Killed                  python src/po4ncpa.py --run-name po4ncpa_corona_rerun_20260922 --use-coronagraph true --num-modes 55 --aberration-start-mode 4 --q 3 --num-airy 5.5 --dark-hole-iwa 1.5 --dark-hole-owa 4.0 --rms-min 0.026 --rms-max 0.026 --aberration-spectrum power_law --psd-exponent 3.667 --per-mode-scale true --action-headroom 5.0 --total-episodes "$TARGET_EPISODES" --warmup-episodes 4000 --eval-every 250 --eval-episodes 30 --ensemble 5 --ch 64 --dyn-iters 8 --pol-iters 5 --batch 64 --dyn-lr 1e-3 --pol-lr 1e-4 --explore-std 0.1 --seed 0 --resume-state "$RESUME_STATE" --save-full-state true
[2026-09-24T23:11:49.532] error: Detected 1 oom_kill event in StepId=3375159.batch. Some of the step tasks have been OOM Killed.
